model_id,condition_id,train_game,train_opponent,seed,env_payoff_magnitude,env_round_magnitude,env_total,soc_opp_action,soc_agent_action,soc_agent_reward,soc_opp_reward,soc_total,social_ratio,var_env_payoff,var_env_round,var_soc_opp_action,var_soc_agent_action,var_soc_agent_reward,var_soc_opp_reward,var_env_total,var_soc_total,var_social_ratio,abl_env_payoff,abl_env_round,abl_soc_opp_action,abl_soc_agent_action,abl_soc_agent_reward,abl_soc_opp_reward
2,2,prisoners-dilemma,0.5,1,2.6895720958709717,2.7728846073150635,5.462456703186035,2.5703823566436768,2.4051382541656494,2.9107749462127686,2.6760096549987793,10.562305212020874,0.65912400246007,0.04718376696109772,0.009479567408561707,0.2681508958339691,0.3349698483943939,0.026346638798713684,0.419053852558136,0.056663334369659424,1.0485212355852127,0.9487295281620036,9.062885510502383e-05,0.0001080776346498169,4.238823021296412e-05,4.639343751478009e-05,2.5495983209111728e-05,0.00010247821774100885
2,2,prisoners-dilemma,0.5,2,2.635716438293457,2.437528371810913,5.07324481010437,2.9850540161132812,2.6197562217712402,2.4382755756378174,2.5647244453430176,10.607810258865356,0.6764729931888638,0.1436445415019989,0.0033684067893773317,0.5623146891593933,0.2728239595890045,0.1976502239704132,0.359692245721817,0.14701294829137623,1.392481118440628,0.9045056739949305,0.0001830088149290532,0.00023258640430867672,4.8879534006118774e-05,6.568776007043198e-05,0.000367296626791358,3.630093488027342e-05
2,2,prisoners-dilemma,0.5,3,2.3463099002838135,2.2585339546203613,4.604843854904175,2.7231645584106445,2.749417304992676,2.7068817615509033,2.846250295639038,11.025713920593262,0.7053947836639101,0.14175722002983093,0.026047661900520325,0.63736891746521,0.1996644139289856,0.15899382531642914,0.3651822805404663,0.16780488193035126,1.361209437251091,0.8902529035698072,0.0006608624826185405,0.0005301255732774734,0.00017679212032817304,6.146715895738453e-05,0.00048807100392878056,0.00036794861080124974
2,2,prisoners-dilemma,0.5,4,2.7829599380493164,2.705476760864258,5.488436698913574,2.7821550369262695,2.0663018226623535,2.523681402206421,2.576956033706665,9.949094295501709,0.644474449903998,0.14679044485092163,0.06374490261077881,0.6072628498077393,0.17502526938915253,0.1251736730337143,0.36959314346313477,0.21053534746170044,1.2770549356937408,0.8584722219244953,0.0006190681597217917,0.00019573098688852042,0.00028492044657468796,8.80363440955989e-05,0.00039473854121752083,0.00033507138141430914
3,3,prisoners-dilemma,0.7,0,2.6777279376983643,2.9330034255981445,5.610731363296509,3.0150411128997803,2.187467336654663,2.3697991371154785,3.1803345680236816,10.752642154693604,0.657116464576941,0.10747989267110825,0.08247795701026917,0.6554524302482605,0.18656383454799652,0.12067428976297379,0.28975847363471985,0.1899578496813774,1.2524490281939507,0.8683049473799056,0.00048146239714697003,0.000312143616611138,0.00020107142336200923,3.231531081837602e-05,0.00022768863709643483,0.00022585285478271544
3,3,prisoners-dilemma,0.7,1,2.705641031265259,2.775676727294922,5.481317758560181,2.6020724773406982,2.432096004486084,2.91316294670105,2.684462785720825,10.631794214248657,0.6598225241772041,0.04218125343322754,0.02972543239593506,0.6641761064529419,0.1752537339925766,0.14208555221557617,0.4375911355018616,0.0719066858291626,1.4191065281629562,0.9517732739358924,0.0007429583347402513,0.00114891876000911,0.0009181973873637617,0.00042892314377240837,0.000191923463717103,0.0016390621894970536
3,3,prisoners-dilemma,0.7,2,2.6311514377593994,2.438666343688965,5.069817781448364,3.0085275173187256,2.6472957134246826,2.4459829330444336,2.569561243057251,10.671367406845093,0.6779265524924558,0.13199275732040405,0.01640285924077034,0.541936993598938,0.22967295348644257,0.09906649589538574,0.400819331407547,0.1483956165611744,1.2714957743883133,0.8954880510530164,0.0010864847572520375,0.0005688068922609091,0.000733827066142112,0.0008852789178490639,0.0013499847846105695,0.0014562575379386544
3,3,prisoners-dilemma,0.7,3,2.3452024459838867,2.247746467590332,4.592948913574219,2.7140955924987793,2.734952449798584,2.705899238586426,2.8417744636535645,10.996721744537354,0.705385122348019,0.1419278383255005,0.05160563439130783,0.6155215501785278,0.4883102774620056,0.207742378115654,0.27912917733192444,0.19353347271680832,1.5907033830881119,0.8915315127096733,0.0005803172825835645,0.0002648614754434675,0.00033912924118340015,0.00020166902686469257,0.00010060419299406931,0.0004363994230516255
3,3,prisoners-dilemma,0.7,4,2.77878475189209,2.7010436058044434,5.479828357696533,2.830850124359131,1.9846858978271484,2.530003070831299,2.58415150642395,9.929690599441528,0.6443867992934235,0.14638184010982513,0.06934863328933716,0.7079019546508789,0.17029906809329987,0.18503296375274658,0.384977251291275,0.2157304733991623,1.4482112377882004,0.8703497412507194,0.0003762681153602898,0.00019383113249205053,0.0003260242228861898,8.547907054889947e-05,0.00021583243506029248,0.0002029983006650582
4,4,prisoners-dilemma,0.9,0,2.6821558475494385,2.9402589797973633,5.622414827346802,3.0289041996002197,2.193695306777954,2.368511915206909,3.1726410388946533,10.763752460479736,0.6568804206262586,0.10967475175857544,0.05840924754738808,0.8565508723258972,0.3366594910621643,0.1520046442747116,0.3575866222381592,0.16808399930596352,1.7028016299009323,0.9101580574023558,0.00032624989398755133,0.00018409275799058378,7.352296961471438e-05,6.467506864282768e-06,0.0002924051368609071,0.00018991819524671882
4,4,prisoners-dilemma,0.9,1,2.686173915863037,2.772078037261963,5.458251953125,2.644618272781372,2.444166660308838,2.9198055267333984,2.7027528285980225,10.71134328842163,0.6624373169774586,0.06344344466924667,0.020635899156332016,0.7480773329734802,0.2873454689979553,0.07552525401115417,0.47793152928352356,0.08407934382557869,1.5888795852661133,0.9497421351095401,5.034584683016874e-05,4.2729803681140766e-05,1.0068876690638717e-05,3.992656274931505e-06,3.19475366268307e-05,7.430795085383579e-05
4,4,prisoners-dilemma,0.9,2,2.6261374950408936,2.438398838043213,5.0645363330841064,3.04901123046875,2.6632659435272217,2.436678409576416,2.566251754760742,10.71520733833313,0.6790482508117166,0.13746358454227448,0.016229446977376938,0.8920480012893677,0.41282305121421814,0.2507426142692566,0.38814693689346313,0.1536930315196514,1.9437606036663055,0.9267239909663008,0.0006290199235081673,0.00038322905311360955,0.0002527851320337504,3.911648673238233e-05,0.00016313779633492231,0.0003538458840921521
4,4,prisoners-dilemma,0.9,3,2.3528707027435303,2.2587413787841797,4.61161208152771,2.698918342590332,2.787479877471924,2.703437328338623,2.8597092628479004,11.04954481124878,0.7055382234466498,0.14051036536693573,0.08609812706708908,0.7258133292198181,0.16876493394374847,0.11256755888462067,0.43517085909843445,0.2266084924340248,1.4423166811466217,0.8642189020686646,7.15432470315136e-05,5.697485903510824e-05,3.109921817667782e-05,6.524400760099525e-06,5.198494181968272e-05,5.694438732462004e-05
4,4,prisoners-dilemma,0.9,4,2.780916690826416,2.699777841567993,5.480694532394409,2.8051986694335938,2.0841362476348877,2.525083065032959,2.5798234939575195,9.99424147605896,0.6458341068809258,0.14955279231071472,0.04099111631512642,0.9089555144309998,0.1253822296857834,0.20578721165657043,0.2874298393726349,0.19054390862584114,1.5275547951459885,0.8890960640343128,1.984061782422941e-06,2.028378958129906e-06,9.078010521079705e-07,1.45566332321323e-07,1.680720629337884e-06,9.845543900155462e-07
5,5,hawk-dove,0.1,0,2.6869077682495117,2.9425418376922607,5.6294496059417725,2.965162992477417,2.1923093795776367,2.3691582679748535,3.1810219287872314,10.707652568817139,0.6554193304465363,0.12670190632343292,0.048543937504291534,0.48830386996269226,0.3743645250797272,0.23573125898838043,0.13459736108779907,0.17524584382772446,1.232997015118599,0.8755570868231869,6.502908217953518e-05,0.00044440742931328714,6.30852155154571e-05,1.2721010534733068e-05,0.0008691949187777936,0.0008979314006865025
5,5,hawk-dove,0.1,1,2.698117256164551,2.778263568878174,5.476380825042725,2.5694212913513184,2.447235584259033,2.9145753383636475,2.7186295986175537,10.649861812591553,0.6604056538091312,0.034002117812633514,0.014135208912193775,0.5809283256530762,0.29618039727211,0.2176874279975891,0.261455774307251,0.04813732672482729,1.3562519252300262,0.965723657698304,0.00021281561930663884,0.0005166082992218435,0.00016391889948863536,0.00013525443500839174,0.0005955598899163306,0.0004455733869690448
5,5,hawk-dove,0.1,2,2.608168840408325,2.4398558139801025,5.048024654388428,3.0151069164276123,2.6695876121520996,2.453193426132202,2.648686408996582,10.786574363708496,0.6812028742490303,0.14104950428009033,0.009990275837481022,0.6713755130767822,0.17982995510101318,0.35113587975502014,0.2807773947715759,0.15103978011757135,1.4831187427043915,0.907573360840938,0.00021566897339653224,0.000511768797878176,8.741183410165831e-05,8.988929948827717e-06,0.0006606022361665964,0.00020462363318074495
5,5,hawk-dove,0.1,3,2.342926502227783,2.254512310028076,4.597438812255859,2.7428104877471924,2.7430760860443115,2.687826156616211,2.8924787044525146,11.06619143486023,0.7064895723580862,0.12616698443889618,0.08166070282459259,0.7473030090332031,0.17550523579120636,0.28707820177078247,0.15786799788475037,0.20782768726348877,1.3677544444799423,0.8680946660435144,9.076843707589433e-05,0.00017930376634467393,5.300269913277589e-05,6.97613722877577e-05,0.0005228689988143742,0.0002279623586218804
